trip_id,template_trip_id,source_trip_number,train_id,service_date,departure_time,arrival_time,origin,destination,distance_km,requires_cleaning_after
TRIP-000191,TURNOVER-051,729,EVS360-038,2032-01-07,2032-01-07T18:00,2032-01-07T20:10,Saint Petersburg,Moscow,679,false
TRIP-000192,TURNOVER-052,720,EVS360-018,2032-01-07,2032-01-07T18:15,2032-01-07T20:35,Moscow,Saint Petersburg,679,false
TRIP-000193,TURNOVER-053,781,EVS360-039,2032-01-07,2032-01-07T18:15,2032-01-07T20:35,Saint Petersburg,Moscow,679,false
TRIP-000194,TURNOVER-054,711,EVS360-001,2032-01-07,2032-01-07T18:30,2032-01-07T20:50,Saint Petersburg,Moscow,679,false
TRIP-000195,TURNOVER-055,724,EVS360-019,2032-01-07,2032-01-07T18:30,2032-01-07T20:50,Moscow,Saint Petersburg,679,false
TRIP-000196,TURNOVER-056,733,EVS360-002,2032-01-07,2032-01-07T19:00,2032-01-07T21:20,Saint Petersburg,Moscow,679,false
TRIP-000197,TURNOVER-057,740,EVS360-020,2032-01-07,2032-01-07T19:00,2032-01-07T21:20,Moscow,Saint Petersburg,679,false
TRIP-000198,TURNOVER-058,779,EVS360-003,2032-01-07,2032-01-07T19:30,2032-01-07T21:50,Saint Petersburg,Moscow,679,false
TRIP-000199,TURNOVER-059,782,EVS360-021,2032-01-07,2032-01-07T19:30,2032-01-07T21:50,Moscow,Saint Petersburg,679,false
TRIP-000200,TURNOVER-060,759,EVS360-004,2032-01-07,2032-01-07T20:00,2032-01-07T22:10,Saint Petersburg,Moscow,679,false
TRIP-000201,TURNOVER-061,768,EVS360-022,2032-01-07,2032-01-07T20:00,2032-01-07T22:10,Moscow,Saint Petersburg,679,false
TRIP-000202,TURNOVER-062,744,EVS360-023,2032-01-07,2032-01-07T20:15,2032-01-07T22:35,Moscow,Saint Petersburg,679,false
TRIP-000203,TURNOVER-063,710,EVS360-024,2032-01-07,2032-01-07T20:30,2032-01-07T22:50,Moscow,Saint Petersburg,679,false
TRIP-000204,TURNOVER-064,751,EVS360-005,2032-01-07,2032-01-07T20:30,2032-01-07T22:50,Saint Petersburg,Moscow,679,false
TRIP-000205,TURNOVER-065,730,EVS360-025,2032-01-07,2032-01-07T21:00,2032-01-07T23:20,Moscow,Saint Petersburg,679,false
TRIP-000206,TURNOVER-066,771,EVS360-006,2032-01-07,2032-01-07T21:00,2032-01-07T23:20,Saint Petersburg,Moscow,679,false
TRIP-000207,TURNOVER-067,716,EVS360-026,2032-01-07,2032-01-07T21:30,2032-01-07T23:50,Moscow,Saint Petersburg,679,false
TRIP-000208,TURNOVER-068,725,EVS360-007,2032-01-07,2032-01-07T21:30,2032-01-07T23:50,Saint Petersburg,Moscow,679,false
TRIP-000209,TURNOVER-069,736,EVS360-027,2032-01-07,2032-01-07T22:00,2032-01-08T00:10,Moscow,Saint Petersburg,679,false
TRIP-000210,TURNOVER-070,739,EVS360-008,2032-01-07,2032-01-07T22:00,2032-01-08T00:10,Saint Petersburg,Moscow,679,false
TRIP-000211,TURNOVER-001,701,EVS360-009,2032-01-08,2032-01-08T06:00,2032-01-08T08:10,Saint Petersburg,Moscow,679,false
TRIP-000212,TURNOVER-002,702,EVS360-028,2032-01-08,2032-01-08T06:00,2032-01-08T08:10,Moscow,Saint Petersburg,679,false
TRIP-000213,TURNOVER-003,715,EVS360-010,2032-01-08,2032-01-08T06:15,2032-01-08T08:35,Saint Petersburg,Moscow,679,false
TRIP-000214,TURNOVER-004,726,EVS360-029,2032-01-08,2032-01-08T06:15,2032-01-08T08:35,Moscow,Saint Petersburg,679,false
TRIP-000215,TURNOVER-005,712,EVS360-030,2032-01-08,2032-01-08T06:30,2032-01-08T08:50,Moscow,Saint Petersburg,679,false
TRIP-000216,TURNOVER-006,721,EVS360-011,2032-01-08,2032-01-08T06:30,2032-01-08T08:50,Saint Petersburg,Moscow,679,false
TRIP-000217,TURNOVER-007,746,EVS360-031,2032-01-08,2032-01-08T07:00,2032-01-08T09:20,Moscow,Saint Petersburg,679,false
TRIP-000218,TURNOVER-008,753,EVS360-012,2032-01-08,2032-01-08T07:00,2032-01-08T09:20,Saint Petersburg,Moscow,679,false
TRIP-000219,TURNOVER-009,741,EVS360-013,2032-01-08,2032-01-08T07:15,2032-01-08T09:35,Saint Petersburg,Moscow,679,false
TRIP-000220,TURNOVER-010,735,EVS360-014,2032-01-08,2032-01-08T07:30,2032-01-08T09:50,Saint Petersburg,Moscow,679,false
TRIP-000221,TURNOVER-011,750,EVS360-032,2032-01-08,2032-01-08T07:30,2032-01-08T09:50,Moscow,Saint Petersburg,679,false
TRIP-000222,TURNOVER-012,758,EVS360-033,2032-01-08,2032-01-08T08:00,2032-01-08T10:10,Moscow,Saint Petersburg,679,false
TRIP-000223,TURNOVER-013,761,EVS360-015,2032-01-08,2032-01-08T08:00,2032-01-08T10:10,Saint Petersburg,Moscow,679,false
TRIP-000224,TURNOVER-014,773,EVS360-016,2032-01-08,2032-01-08T08:30,2032-01-08T10:50,Saint Petersburg,Moscow,679,false
TRIP-000225,TURNOVER-015,774,EVS360-034,2032-01-08,2032-01-08T08:30,2032-01-08T10:50,Moscow,Saint Petersburg,679,false
TRIP-000226,TURNOVER-016,703,EVS360-017,2032-01-08,2032-01-08T09:00,2032-01-08T11:20,Saint Petersburg,Moscow,679,false
TRIP-000227,TURNOVER-017,704,EVS360-035,2032-01-08,2032-01-08T09:00,2032-01-08T11:20,Moscow,Saint Petersburg,679,false
TRIP-000228,TURNOVER-018,722,EVS360-036,2032-01-08,2032-01-08T09:30,2032-01-08T11:50,Moscow,Saint Petersburg,679,false
TRIP-000229,TURNOVER-019,727,EVS360-018,2032-01-08,2032-01-08T09:30,2032-01-08T11:50,Saint Petersburg,Moscow,679,false
TRIP-000230,TURNOVER-020,745,EVS360-019,2032-01-08,2032-01-08T10:00,2032-01-08T12:10,Saint Petersburg,Moscow,679,false
TRIP-000231,TURNOVER-021,754,EVS360-037,2032-01-08,2032-01-08T10:00,2032-01-08T12:10,Moscow,Saint Petersburg,679,false
TRIP-000232,TURNOVER-022,713,EVS360-020,2032-01-08,2032-01-08T10:15,2032-01-08T12:35,Saint Petersburg,Moscow,679,false
TRIP-000233,TURNOVER-023,742,EVS360-038,2032-01-08,2032-01-08T10:15,2032-01-08T12:35,Moscow,Saint Petersburg,679,false
TRIP-000234,TURNOVER-024,718,EVS360-039,2032-01-08,2032-01-08T10:30,2032-01-08T12:50,Moscow,Saint Petersburg,679,false
TRIP-000235,TURNOVER-025,749,EVS360-021,2032-01-08,2032-01-08T10:30,2032-01-08T12:50,Saint Petersburg,Moscow,679,false
TRIP-000236,TURNOVER-026,757,EVS360-022,2032-01-08,2032-01-08T11:00,2032-01-08T13:20,Saint Petersburg,Moscow,679,false
TRIP-000237,TURNOVER-027,762,EVS360-001,2032-01-08,2032-01-08T11:00,2032-01-08T13:20,Moscow,Saint Petersburg,679,false
TRIP-000238,TURNOVER-028,707,EVS360-023,2032-01-08,2032-01-08T11:30,2032-01-08T13:50,Saint Petersburg,Moscow,679,false
TRIP-000239,TURNOVER-029,778,EVS360-002,2032-01-08,2032-01-08T11:30,2032-01-08T13:50,Moscow,Saint Petersburg,679,false
TRIP-000240,TURNOVER-030,705,EVS360-024,2032-01-08,2032-01-08T12:00,2032-01-08T14:10,Saint Petersburg,Moscow,679,false
TRIP-000241,TURNOVER-031,706,EVS360-003,2032-01-08,2032-01-08T12:00,2032-01-08T14:10,Moscow,Saint Petersburg,679,false
TRIP-000242,TURNOVER-032,714,EVS360-004,2032-01-08,2032-01-08T12:30,2032-01-08T14:50,Moscow,Saint Petersburg,679,false
TRIP-000243,TURNOVER-033,723,EVS360-025,2032-01-08,2032-01-08T12:30,2032-01-08T14:50,Saint Petersburg,Moscow,679,false
TRIP-000244,TURNOVER-034,748,EVS360-005,2032-01-08,2032-01-08T13:00,2032-01-08T15:20,Moscow,Saint Petersburg,679,false
TRIP-000245,TURNOVER-035,755,EVS360-026,2032-01-08,2032-01-08T13:00,2032-01-08T15:20,Saint Petersburg,Moscow,679,false
TRIP-000246,TURNOVER-036,784,EVS360-006,2032-01-08,2032-01-08T13:30,2032-01-08T15:50,Moscow,Saint Petersburg,679,false
TRIP-000247,TURNOVER-037,763,EVS360-027,2032-01-08,2032-01-08T14:00,2032-01-08T16:10,Saint Petersburg,Moscow,679,false
TRIP-000248,TURNOVER-038,766,EVS360-007,2032-01-08,2032-01-08T14:00,2032-01-08T16:10,Moscow,Saint Petersburg,679,false
TRIP-000249,TURNOVER-039,769,EVS360-028,2032-01-08,2032-01-08T14:30,2032-01-08T16:50,Saint Petersburg,Moscow,679,false
TRIP-000250,TURNOVER-040,776,EVS360-008,2032-01-08,2032-01-08T14:30,2032-01-08T16:50,Moscow,Saint Petersburg,679,false
TRIP-000251,TURNOVER-041,743,EVS360-029,2032-01-08,2032-01-08T15:00,2032-01-08T17:20,Saint Petersburg,Moscow,679,false
TRIP-000252,TURNOVER-042,752,EVS360-009,2032-01-08,2032-01-08T15:00,2032-01-08T17:20,Moscow,Saint Petersburg,679,false
TRIP-000253,TURNOVER-043,747,EVS360-030,2032-01-08,2032-01-08T16:00,2032-01-08T18:10,Saint Petersburg,Moscow,679,false
TRIP-000254,TURNOVER-044,756,EVS360-010,2032-01-08,2032-01-08T16:00,2032-01-08T18:10,Moscow,Saint Petersburg,679,false
TRIP-000255,TURNOVER-045,772,EVS360-011,2032-01-08,2032-01-08T16:30,2032-01-08T18:50,Moscow,Saint Petersburg,679,false
TRIP-000256,TURNOVER-046,775,EVS360-031,2032-01-08,2032-01-08T16:30,2032-01-08T18:50,Saint Petersburg,Moscow,679,false
TRIP-000257,TURNOVER-047,767,EVS360-032,2032-01-08,2032-01-08T17:00,2032-01-08T19:20,Saint Petersburg,Moscow,679,false
TRIP-000258,TURNOVER-048,764,EVS360-012,2032-01-08,2032-01-08T17:30,2032-01-08T19:50,Moscow,Saint Petersburg,679,false
TRIP-000259,TURNOVER-049,777,EVS360-033,2032-01-08,2032-01-08T17:30,2032-01-08T19:50,Saint Petersburg,Moscow,679,false
TRIP-000260,TURNOVER-050,708,EVS360-013,2032-01-08,2032-01-08T18:00,2032-01-08T20:10,Moscow,Saint Petersburg,679,false
TRIP-000261,TURNOVER-051,729,EVS360-034,2032-01-08,2032-01-08T18:00,2032-01-08T20:10,Saint Petersburg,Moscow,679,false
TRIP-000262,TURNOVER-052,720,EVS360-014,2032-01-08,2032-01-08T18:15,2032-01-08T20:35,Moscow,Saint Petersburg,679,false
TRIP-000263,TURNOVER-053,781,EVS360-035,2032-01-08,2032-01-08T18:15,2032-01-08T20:35,Saint Petersburg,Moscow,679,false
TRIP-000264,TURNOVER-054,711,EVS360-036,2032-01-08,2032-01-08T18:30,2032-01-08T20:50,Saint Petersburg,Moscow,679,false
TRIP-000265,TURNOVER-055,724,EVS360-015,2032-01-08,2032-01-08T18:30,2032-01-08T20:50,Moscow,Saint Petersburg,679,false
TRIP-000266,TURNOVER-056,733,EVS360-037,2032-01-08,2032-01-08T19:00,2032-01-08T21:20,Saint Petersburg,Moscow,679,false
TRIP-000267,TURNOVER-057,740,EVS360-016,2032-01-08,2032-01-08T19:00,2032-01-08T21:20,Moscow,Saint Petersburg,679,false
TRIP-000268,TURNOVER-058,779,EVS360-038,2032-01-08,2032-01-08T19:30,2032-01-08T21:50,Saint Petersburg,Moscow,679,false
TRIP-000269,TURNOVER-059,782,EVS360-017,2032-01-08,2032-01-08T19:30,2032-01-08T21:50,Moscow,Saint Petersburg,679,false
TRIP-000270,TURNOVER-060,759,EVS360-039,2032-01-08,2032-01-08T20:00,2032-01-08T22:10,Saint Petersburg,Moscow,679,false
TRIP-000271,TURNOVER-061,768,EVS360-018,2032-01-08,2032-01-08T20:00,2032-01-08T22:10,Moscow,Saint Petersburg,679,false
TRIP-000272,TURNOVER-062,744,EVS360-019,2032-01-08,2032-01-08T20:15,2032-01-08T22:35,Moscow,Saint Petersburg,679,false
TRIP-000273,TURNOVER-063,710,EVS360-020,2032-01-08,2032-01-08T20:30,2032-01-08T22:50,Moscow,Saint Petersburg,679,false
TRIP-000274,TURNOVER-064,751,EVS360-001,2032-01-08,2032-01-08T20:30,2032-01-08T22:50,Saint Petersburg,Moscow,679,true
TRIP-000275,TURNOVER-065,730,EVS360-021,2032-01-08,2032-01-08T21:00,2032-01-08T23:20,Moscow,Saint Petersburg,679,true
TRIP-000276,TURNOVER-066,771,EVS360-002,2032-01-08,2032-01-08T21:00,2032-01-08T23:20,Saint Petersburg,Moscow,679,true
TRIP-000277,TURNOVER-067,716,EVS360-022,2032-01-08,2032-01-08T21:30,2032-01-08T23:50,Moscow,Saint Petersburg,679,true
TRIP-000278,TURNOVER-068,725,EVS360-003,2032-01-08,2032-01-08T21:30,2032-01-08T23:50,Saint Petersburg,Moscow,679,true
TRIP-000279,TURNOVER-069,736,EVS360-023,2032-01-08,2032-01-08T22:00,2032-01-09T00:10,Moscow,Saint Petersburg,679,true
TRIP-000280,TURNOVER-070,739,EVS360-004,2032-01-08,2032-01-08T22:00,2032-01-09T00:10,Saint Petersburg,Moscow,679,true
TRIP-000281,TURNOVER-001,701,EVS360-005,2032-01-09,2032-01-09T06:00,2032-01-09T08:10,Saint Petersburg,Moscow,679,true
TRIP-000282,TURNOVER-002,702,EVS360-024,2032-01-09,2032-01-09T06:00,2032-01-09T08:10,Moscow,Saint Petersburg,679,true
TRIP-000283,TURNOVER-003,715,EVS360-006,2032-01-09,2032-01-09T06:15,2032-01-09T08:35,Saint Petersburg,Moscow,679,true
TRIP-000284,TURNOVER-004,726,EVS360-025,2032-01-09,2032-01-09T06:15,2032-01-09T08:35,Moscow,Saint Petersburg,679,true
TRIP-000285,TURNOVER-005,712,EVS360-026,2032-01-09,2032-01-09T06:30,2032-01-09T08:50,Moscow,Saint Petersburg,679,true
TRIP-000286,TURNOVER-006,721,EVS360-007,2032-01-09,2032-01-09T06:30,2032-01-09T08:50,Saint Petersburg,Moscow,679,true
TRIP-000287,TURNOVER-007,746,EVS360-027,2032-01-09,2032-01-09T07:00,2032-01-09T09:20,Moscow,Saint Petersburg,679,true
TRIP-000288,TURNOVER-008,753,EVS360-008,2032-01-09,2032-01-09T07:00,2032-01-09T09:20,Saint Petersburg,Moscow,679,true
TRIP-000289,TURNOVER-009,741,EVS360-009,2032-01-09,2032-01-09T07:15,2032-01-09T09:35,Saint Petersburg,Moscow,679,true
TRIP-000290,TURNOVER-010,735,EVS360-010,2032-01-09,2032-01-09T07:30,2032-01-09T09:50,Saint Petersburg,Moscow,679,true
TRIP-000291,TURNOVER-011,750,EVS360-028,2032-01-09,2032-01-09T07:30,2032-01-09T09:50,Moscow,Saint Petersburg,679,true
TRIP-000292,TURNOVER-012,758,EVS360-029,2032-01-09,2032-01-09T08:00,2032-01-09T10:10,Moscow,Saint Petersburg,679,true
TRIP-000293,TURNOVER-013,761,EVS360-011,2032-01-09,2032-01-09T08:00,2032-01-09T10:10,Saint Petersburg,Moscow,679,true
TRIP-000294,TURNOVER-014,773,EVS360-012,2032-01-09,2032-01-09T08:30,2032-01-09T10:50,Saint Petersburg,Moscow,679,true
TRIP-000295,TURNOVER-015,774,EVS360-030,2032-01-09,2032-01-09T08:30,2032-01-09T10:50,Moscow,Saint Petersburg,679,true
TRIP-000296,TURNOVER-016,703,EVS360-013,2032-01-09,2032-01-09T09:00,2032-01-09T11:20,Saint Petersburg,Moscow,679,true
TRIP-000297,TURNOVER-017,704,EVS360-031,2032-01-09,2032-01-09T09:00,2032-01-09T11:20,Moscow,Saint Petersburg,679,true
TRIP-000298,TURNOVER-018,722,EVS360-032,2032-01-09,2032-01-09T09:30,2032-01-09T11:50,Moscow,Saint Petersburg,679,true
TRIP-000299,TURNOVER-019,727,EVS360-014,2032-01-09,2032-01-09T09:30,2032-01-09T11:50,Saint Petersburg,Moscow,679,true
TRIP-000300,TURNOVER-020,745,EVS360-015,2032-01-09,2032-01-09T10:00,2032-01-09T12:10,Saint Petersburg,Moscow,679,true
TRIP-000301,TURNOVER-021,754,EVS360-033,2032-01-09,2032-01-09T10:00,2032-01-09T12:10,Moscow,Saint Petersburg,679,true
TRIP-000302,TURNOVER-022,713,EVS360-016,2032-01-09,2032-01-09T10:15,2032-01-09T12:35,Saint Petersburg,Moscow,679,true
TRIP-000303,TURNOVER-023,742,EVS360-034,2032-01-09,2032-01-09T10:15,2032-01-09T12:35,Moscow,Saint Petersburg,679,true
TRIP-000304,TURNOVER-024,718,EVS360-035,2032-01-09,2032-01-09T10:30,2032-01-09T12:50,Moscow,Saint Petersburg,679,true
TRIP-000305,TURNOVER-025,749,EVS360-017,2032-01-09,2032-01-09T10:30,2032-01-09T12:50,Saint Petersburg,Moscow,679,true
TRIP-000306,TURNOVER-026,757,EVS360-018,2032-01-09,2032-01-09T11:00,2032-01-09T13:20,Saint Petersburg,Moscow,679,true
TRIP-000307,TURNOVER-027,762,EVS360-036,2032-01-09,2032-01-09T11:00,2032-01-09T13:20,Moscow,Saint Petersburg,679,true
TRIP-000308,TURNOVER-028,707,EVS360-019,2032-01-09,2032-01-09T11:30,2032-01-09T13:50,Saint Petersburg,Moscow,679,true
TRIP-000309,TURNOVER-029,778,EVS360-037,2032-01-09,2032-01-09T11:30,2032-01-09T13:50,Moscow,Saint Petersburg,679,true
TRIP-000310,TURNOVER-030,705,EVS360-020,2032-01-09,2032-01-09T12:00,2032-01-09T14:10,Saint Petersburg,Moscow,679,true
TRIP-000311,TURNOVER-031,706,EVS360-038,2032-01-09,2032-01-09T12:00,2032-01-09T14:10,Moscow,Saint Petersburg,679,true
TRIP-000312,TURNOVER-032,714,EVS360-039,2032-01-09,2032-01-09T12:30,2032-01-09T14:50,Moscow,Saint Petersburg,679,true
TRIP-000313,TURNOVER-033,723,EVS360-021,2032-01-09,2032-01-09T12:30,2032-01-09T14:50,Saint Petersburg,Moscow,679,false
TRIP-000314,TURNOVER-034,748,EVS360-001,2032-01-09,2032-01-09T13:00,2032-01-09T15:20,Moscow,Saint Petersburg,679,false
TRIP-000315,TURNOVER-035,755,EVS360-022,2032-01-09,2032-01-09T13:00,2032-01-09T15:20,Saint Petersburg,Moscow,679,false
TRIP-000316,TURNOVER-036,784,EVS360-002,2032-01-09,2032-01-09T13:30,2032-01-09T15:50,Moscow,Saint Petersburg,679,false
TRIP-000317,TURNOVER-037,763,EVS360-023,2032-01-09,2032-01-09T14:00,2032-01-09T16:10,Saint Petersburg,Moscow,679,false
TRIP-000318,TURNOVER-038,766,EVS360-003,2032-01-09,2032-01-09T14:00,2032-01-09T16:10,Moscow,Saint Petersburg,679,false
TRIP-000319,TURNOVER-039,769,EVS360-024,2032-01-09,2032-01-09T14:30,2032-01-09T16:50,Saint Petersburg,Moscow,679,false
TRIP-000320,TURNOVER-040,776,EVS360-004,2032-01-09,2032-01-09T14:30,2032-01-09T16:50,Moscow,Saint Petersburg,679,false
TRIP-000321,TURNOVER-041,743,EVS360-025,2032-01-09,2032-01-09T15:00,2032-01-09T17:20,Saint Petersburg,Moscow,679,false
TRIP-000322,TURNOVER-042,752,EVS360-005,2032-01-09,2032-01-09T15:00,2032-01-09T17:20,Moscow,Saint Petersburg,679,false
TRIP-000323,TURNOVER-043,747,EVS360-026,2032-01-09,2032-01-09T16:00,2032-01-09T18:10,Saint Petersburg,Moscow,679,false
TRIP-000324,TURNOVER-044,756,EVS360-006,2032-01-09,2032-01-09T16:00,2032-01-09T18:10,Moscow,Saint Petersburg,679,false
TRIP-000325,TURNOVER-045,772,EVS360-007,2032-01-09,2032-01-09T16:30,2032-01-09T18:50,Moscow,Saint Petersburg,679,false
TRIP-000326,TURNOVER-046,775,EVS360-027,2032-01-09,2032-01-09T16:30,2032-01-09T18:50,Saint Petersburg,Moscow,679,false
TRIP-000327,TURNOVER-047,767,EVS360-028,2032-01-09,2032-01-09T17:00,2032-01-09T19:20,Saint Petersburg,Moscow,679,false
TRIP-000328,TURNOVER-048,764,EVS360-008,2032-01-09,2032-01-09T17:30,2032-01-09T19:50,Moscow,Saint Petersburg,679,false
TRIP-000329,TURNOVER-049,777,EVS360-029,2032-01-09,2032-01-09T17:30,2032-01-09T19:50,Saint Petersburg,Moscow,679,false
TRIP-000330,TURNOVER-050,708,EVS360-009,2032-01-09,2032-01-09T18:00,2032-01-09T20:10,Moscow,Saint Petersburg,679,false
TRIP-000331,TURNOVER-051,729,EVS360-030,2032-01-09,2032-01-09T18:00,2032-01-09T20:10,Saint Petersburg,Moscow,679,false
TRIP-000332,TURNOVER-052,720,EVS360-010,2032-01-09,2032-01-09T18:15,2032-01-09T20:35,Moscow,Saint Petersburg,679,false
TRIP-000333,TURNOVER-053,781,EVS360-031,2032-01-09,2032-01-09T18:15,2032-01-09T20:35,Saint Petersburg,Moscow,679,false
TRIP-000334,TURNOVER-054,711,EVS360-032,2032-01-09,2032-01-09T18:30,2032-01-09T20:50,Saint Petersburg,Moscow,679,false
TRIP-000335,TURNOVER-055,724,EVS360-011,2032-01-09,2032-01-09T18:30,2032-01-09T20:50,Moscow,Saint Petersburg,679,false
TRIP-000336,TURNOVER-056,733,EVS360-033,2032-01-09,2032-01-09T19:00,2032-01-09T21:20,Saint Petersburg,Moscow,679,false
TRIP-000337,TURNOVER-057,740,EVS360-012,2032-01-09,2032-01-09T19:00,2032-01-09T21:20,Moscow,Saint Petersburg,679,false
TRIP-000338,TURNOVER-058,779,EVS360-034,2032-01-09,2032-01-09T19:30,2032-01-09T21:50,Saint Petersburg,Moscow,679,false
TRIP-000339,TURNOVER-059,782,EVS360-013,2032-01-09,2032-01-09T19:30,2032-01-09T21:50,Moscow,Saint Petersburg,679,false
TRIP-000340,TURNOVER-060,759,EVS360-035,2032-01-09,2032-01-09T20:00,2032-01-09T22:10,Saint Petersburg,Moscow,679,false
TRIP-000341,TURNOVER-061,768,EVS360-014,2032-01-09,2032-01-09T20:00,2032-01-09T22:10,Moscow,Saint Petersburg,679,false
TRIP-000342,TURNOVER-062,744,EVS360-015,2032-01-09,2032-01-09T20:15,2032-01-09T22:35,Moscow,Saint Petersburg,679,false
TRIP-000343,TURNOVER-063,710,EVS360-016,2032-01-09,2032-01-09T20:30,2032-01-09T22:50,Moscow,Saint Petersburg,679,false
TRIP-000344,TURNOVER-064,751,EVS360-036,2032-01-09,2032-01-09T20:30,2032-01-09T22:50,Saint Petersburg,Moscow,679,false
TRIP-000345,TURNOVER-065,730,EVS360-017,2032-01-09,2032-01-09T21:00,2032-01-09T23:20,Moscow,Saint Petersburg,679,false
TRIP-000346,TURNOVER-066,771,EVS360-037,2032-01-09,2032-01-09T21:00,2032-01-09T23:20,Saint Petersburg,Moscow,679,false
TRIP-000347,TURNOVER-067,716,EVS360-018,2032-01-09,2032-01-09T21:30,2032-01-09T23:50,Moscow,Saint Petersburg,679,false
TRIP-000348,TURNOVER-068,725,EVS360-038,2032-01-09,2032-01-09T21:30,2032-01-09T23:50,Saint Petersburg,Moscow,679,false
TRIP-000349,TURNOVER-069,736,EVS360-019,2032-01-09,2032-01-09T22:00,2032-01-10T00:10,Moscow,Saint Petersburg,679,false
TRIP-000350,TURNOVER-070,739,EVS360-039,2032-01-09,2032-01-09T22:00,2032-01-10T00:10,Saint Petersburg,Moscow,679,false
TRIP-000351,TURNOVER-001,701,EVS360-001,2032-01-10,2032-01-10T06:00,2032-01-10T08:10,Saint Petersburg,Moscow,679,false
TRIP-000352,TURNOVER-002,702,EVS360-020,2032-01-10,2032-01-10T06:00,2032-01-10T08:10,Moscow,Saint Petersburg,679,false
TRIP-000353,TURNOVER-003,715,EVS360-002,2032-01-10,2032-01-10T06:15,2032-01-10T08:35,Saint Petersburg,Moscow,679,false
TRIP-000354,TURNOVER-004,726,EVS360-021,2032-01-10,2032-01-10T06:15,2032-01-10T08:35,Moscow,Saint Petersburg,679,false
TRIP-000355,TURNOVER-005,712,EVS360-022,2032-01-10,2032-01-10T06:30,2032-01-10T08:50,Moscow,Saint Petersburg,679,false
TRIP-000356,TURNOVER-006,721,EVS360-003,2032-01-10,2032-01-10T06:30,2032-01-10T08:50,Saint Petersburg,Moscow,679,false
TRIP-000357,TURNOVER-007,746,EVS360-023,2032-01-10,2032-01-10T07:00,2032-01-10T09:20,Moscow,Saint Petersburg,679,false
TRIP-000358,TURNOVER-008,753,EVS360-004,2032-01-10,2032-01-10T07:00,2032-01-10T09:20,Saint Petersburg,Moscow,679,false
TRIP-000359,TURNOVER-009,741,EVS360-005,2032-01-10,2032-01-10T07:15,2032-01-10T09:35,Saint Petersburg,Moscow,679,false
TRIP-000360,TURNOVER-010,735,EVS360-006,2032-01-10,2032-01-10T07:30,2032-01-10T09:50,Saint Petersburg,Moscow,679,false
TRIP-000361,TURNOVER-011,750,EVS360-024,2032-01-10,2032-01-10T07:30,2032-01-10T09:50,Moscow,Saint Petersburg,679,false
TRIP-000362,TURNOVER-012,758,EVS360-025,2032-01-10,2032-01-10T08:00,2032-01-10T10:10,Moscow,Saint Petersburg,679,false
TRIP-000363,TURNOVER-013,761,EVS360-007,2032-01-10,2032-01-10T08:00,2032-01-10T10:10,Saint Petersburg,Moscow,679,false
TRIP-000364,TURNOVER-014,773,EVS360-008,2032-01-10,2032-01-10T08:30,2032-01-10T10:50,Saint Petersburg,Moscow,679,false
TRIP-000365,TURNOVER-015,774,EVS360-026,2032-01-10,2032-01-10T08:30,2032-01-10T10:50,Moscow,Saint Petersburg,679,false
TRIP-000366,TURNOVER-016,703,EVS360-009,2032-01-10,2032-01-10T09:00,2032-01-10T11:20,Saint Petersburg,Moscow,679,false
TRIP-000367,TURNOVER-017,704,EVS360-027,2032-01-10,2032-01-10T09:00,2032-01-10T11:20,Moscow,Saint Petersburg,679,false
TRIP-000368,TURNOVER-018,722,EVS360-028,2032-01-10,2032-01-10T09:30,2032-01-10T11:50,Moscow,Saint Petersburg,679,false
TRIP-000369,TURNOVER-019,727,EVS360-010,2032-01-10,2032-01-10T09:30,2032-01-10T11:50,Saint Petersburg,Moscow,679,false
TRIP-000370,TURNOVER-020,745,EVS360-011,2032-01-10,2032-01-10T10:00,2032-01-10T12:10,Saint Petersburg,Moscow,679,false
TRIP-000371,TURNOVER-021,754,EVS360-029,2032-01-10,2032-01-10T10:00,2032-01-10T12:10,Moscow,Saint Petersburg,679,false
TRIP-000372,TURNOVER-022,713,EVS360-012,2032-01-10,2032-01-10T10:15,2032-01-10T12:35,Saint Petersburg,Moscow,679,false
TRIP-000373,TURNOVER-023,742,EVS360-030,2032-01-10,2032-01-10T10:15,2032-01-10T12:35,Moscow,Saint Petersburg,679,false
TRIP-000374,TURNOVER-024,718,EVS360-031,2032-01-10,2032-01-10T10:30,2032-01-10T12:50,Moscow,Saint Petersburg,679,false
TRIP-000375,TURNOVER-025,749,EVS360-013,2032-01-10,2032-01-10T10:30,2032-01-10T12:50,Saint Petersburg,Moscow,679,false
TRIP-000376,TURNOVER-026,757,EVS360-014,2032-01-10,2032-01-10T11:00,2032-01-10T13:20,Saint Petersburg,Moscow,679,false
TRIP-000377,TURNOVER-027,762,EVS360-032,2032-01-10,2032-01-10T11:00,2032-01-10T13:20,Moscow,Saint Petersburg,679,false
TRIP-000378,TURNOVER-028,707,EVS360-015,2032-01-10,2032-01-10T11:30,2032-01-10T13:50,Saint Petersburg,Moscow,679,false
TRIP-000379,TURNOVER-029,778,EVS360-033,2032-01-10,2032-01-10T11:30,2032-01-10T13:50,Moscow,Saint Petersburg,679,false
TRIP-000380,TURNOVER-030,705,EVS360-016,2032-01-10,2032-01-10T12:00,2032-01-10T14:10,Saint Petersburg,Moscow,679,false
