trip_id,train_id,service_date,departure_time,arrival_time,origin,destination,distance_km,mileage_before_km,mileage_after_km
TRIP-000205,EVS360-025,2032-01-07,2032-01-07T21:00,2032-01-07T23:20,Moscow,Saint Petersburg,679,1834804,1835483
TRIP-000206,EVS360-006,2032-01-07,2032-01-07T21:00,2032-01-07T23:20,Saint Petersburg,Moscow,679,3477220,3477899
TRIP-000207,EVS360-026,2032-01-07,2032-01-07T21:30,2032-01-07T23:50,Moscow,Saint Petersburg,679,1978971,1979650
TRIP-000208,EVS360-007,2032-01-07,2032-01-07T21:30,2032-01-07T23:50,Saint Petersburg,Moscow,679,3299338,3300017
TRIP-000209,EVS360-027,2032-01-07,2032-01-07T22:00,2032-01-08T00:10,Moscow,Saint Petersburg,679,1900217,1900896
TRIP-000210,EVS360-008,2032-01-07,2032-01-07T22:00,2032-01-08T00:10,Saint Petersburg,Moscow,679,3373163,3373842
TRIP-000211,EVS360-009,2032-01-08,2032-01-08T06:00,2032-01-08T08:10,Saint Petersburg,Moscow,679,3100633,3101312
TRIP-000212,EVS360-028,2032-01-08,2032-01-08T06:00,2032-01-08T08:10,Moscow,Saint Petersburg,679,1720448,1721127
TRIP-000213,EVS360-010,2032-01-08,2032-01-08T06:15,2032-01-08T08:35,Saint Petersburg,Moscow,679,3221747,3222426
TRIP-000214,EVS360-029,2032-01-08,2032-01-08T06:15,2032-01-08T08:35,Moscow,Saint Petersburg,679,1558537,1559216
TRIP-000215,EVS360-030,2032-01-08,2032-01-08T06:30,2032-01-08T08:50,Moscow,Saint Petersburg,679,1513364,1514043
TRIP-000216,EVS360-011,2032-01-08,2032-01-08T06:30,2032-01-08T08:50,Saint Petersburg,Moscow,679,2902601,2903280
TRIP-000217,EVS360-031,2032-01-08,2032-01-08T07:00,2032-01-08T09:20,Moscow,Saint Petersburg,679,1548991,1549670
TRIP-000218,EVS360-012,2032-01-08,2032-01-08T07:00,2032-01-08T09:20,Saint Petersburg,Moscow,679,3079862,3080541
TRIP-000219,EVS360-013,2032-01-08,2032-01-08T07:15,2032-01-08T09:35,Saint Petersburg,Moscow,679,2966817,2967496
TRIP-000220,EVS360-014,2032-01-08,2032-01-08T07:30,2032-01-08T09:50,Saint Petersburg,Moscow,679,2749479,2750158
TRIP-000221,EVS360-032,2032-01-08,2032-01-08T07:30,2032-01-08T09:50,Moscow,Saint Petersburg,679,1391949,1392628
TRIP-000222,EVS360-033,2032-01-08,2032-01-08T08:00,2032-01-08T10:10,Moscow,Saint Petersburg,679,1464432,1465111
TRIP-000223,EVS360-015,2032-01-08,2032-01-08T08:00,2032-01-08T10:10,Saint Petersburg,Moscow,679,2728000,2728679
TRIP-000224,EVS360-016,2032-01-08,2032-01-08T08:30,2032-01-08T10:50,Saint Petersburg,Moscow,679,2711672,2712351
TRIP-000225,EVS360-034,2032-01-08,2032-01-08T08:30,2032-01-08T10:50,Moscow,Saint Petersburg,679,1307865,1308544
TRIP-000226,EVS360-017,2032-01-08,2032-01-08T09:00,2032-01-08T11:20,Saint Petersburg,Moscow,679,2440141,2440820
TRIP-000227,EVS360-035,2032-01-08,2032-01-08T09:00,2032-01-08T11:20,Moscow,Saint Petersburg,679,1155347,1156026
TRIP-000228,EVS360-036,2032-01-08,2032-01-08T09:30,2032-01-08T11:50,Moscow,Saint Petersburg,679,1167574,1168253
TRIP-000229,EVS360-018,2032-01-08,2032-01-08T09:30,2032-01-08T11:50,Saint Petersburg,Moscow,679,2510965,2511644
TRIP-000230,EVS360-019,2032-01-08,2032-01-08T10:00,2032-01-08T12:10,Saint Petersburg,Moscow,679,2533484,2534163
TRIP-000231,EVS360-037,2032-01-08,2032-01-08T10:00,2032-01-08T12:10,Moscow,Saint Petersburg,679,1039274,1039953
TRIP-000232,EVS360-020,2032-01-08,2032-01-08T10:15,2032-01-08T12:35,Saint Petersburg,Moscow,679,2251693,2252372
TRIP-000233,EVS360-038,2032-01-08,2032-01-08T10:15,2032-01-08T12:35,Moscow,Saint Petersburg,679,1057264,1057943
TRIP-000234,EVS360-039,2032-01-08,2032-01-08T10:30,2032-01-08T12:50,Moscow,Saint Petersburg,679,972210,972889
TRIP-000235,EVS360-021,2032-01-08,2032-01-08T10:30,2032-01-08T12:50,Saint Petersburg,Moscow,679,2375881,2376560
TRIP-000236,EVS360-022,2032-01-08,2032-01-08T11:00,2032-01-08T13:20,Saint Petersburg,Moscow,679,2254636,2255315
TRIP-000237,EVS360-001,2032-01-08,2032-01-08T11:00,2032-01-08T13:20,Moscow,Saint Petersburg,679,3548603,3549282
TRIP-000238,EVS360-023,2032-01-08,2032-01-08T11:30,2032-01-08T13:50,Saint Petersburg,Moscow,679,2229502,2230181
TRIP-000239,EVS360-002,2032-01-08,2032-01-08T11:30,2032-01-08T13:50,Moscow,Saint Petersburg,679,3564103,3564782
TRIP-000240,EVS360-024,2032-01-08,2032-01-08T12:00,2032-01-08T14:10,Saint Petersburg,Moscow,679,1985849,1986528
TRIP-000241,EVS360-003,2032-01-08,2032-01-08T12:00,2032-01-08T14:10,Moscow,Saint Petersburg,679,3381594,3382273
TRIP-000242,EVS360-004,2032-01-08,2032-01-08T12:30,2032-01-08T14:50,Moscow,Saint Petersburg,679,3260571,3261250
TRIP-000243,EVS360-025,2032-01-08,2032-01-08T12:30,2032-01-08T14:50,Saint Petersburg,Moscow,679,1835483,1836162
TRIP-000244,EVS360-005,2032-01-08,2032-01-08T13:00,2032-01-08T15:20,Moscow,Saint Petersburg,679,3119095,3119774
TRIP-000245,EVS360-026,2032-01-08,2032-01-08T13:00,2032-01-08T15:20,Saint Petersburg,Moscow,679,1979650,1980329
TRIP-000246,EVS360-006,2032-01-08,2032-01-08T13:30,2032-01-08T15:50,Moscow,Saint Petersburg,679,3477899,3478578
TRIP-000247,EVS360-027,2032-01-08,2032-01-08T14:00,2032-01-08T16:10,Saint Petersburg,Moscow,679,1900896,1901575
TRIP-000248,EVS360-007,2032-01-08,2032-01-08T14:00,2032-01-08T16:10,Moscow,Saint Petersburg,679,3300017,3300696
TRIP-000249,EVS360-028,2032-01-08,2032-01-08T14:30,2032-01-08T16:50,Saint Petersburg,Moscow,679,1721127,1721806
TRIP-000250,EVS360-008,2032-01-08,2032-01-08T14:30,2032-01-08T16:50,Moscow,Saint Petersburg,679,3373842,3374521
TRIP-000251,EVS360-029,2032-01-08,2032-01-08T15:00,2032-01-08T17:20,Saint Petersburg,Moscow,679,1559216,1559895
TRIP-000252,EVS360-009,2032-01-08,2032-01-08T15:00,2032-01-08T17:20,Moscow,Saint Petersburg,679,3101312,3101991
TRIP-000253,EVS360-030,2032-01-08,2032-01-08T16:00,2032-01-08T18:10,Saint Petersburg,Moscow,679,1514043,1514722
TRIP-000254,EVS360-010,2032-01-08,2032-01-08T16:00,2032-01-08T18:10,Moscow,Saint Petersburg,679,3222426,3223105
TRIP-000255,EVS360-011,2032-01-08,2032-01-08T16:30,2032-01-08T18:50,Moscow,Saint Petersburg,679,2903280,2903959
TRIP-000256,EVS360-031,2032-01-08,2032-01-08T16:30,2032-01-08T18:50,Saint Petersburg,Moscow,679,1549670,1550349
TRIP-000257,EVS360-032,2032-01-08,2032-01-08T17:00,2032-01-08T19:20,Saint Petersburg,Moscow,679,1392628,1393307
TRIP-000258,EVS360-012,2032-01-08,2032-01-08T17:30,2032-01-08T19:50,Moscow,Saint Petersburg,679,3080541,3081220
TRIP-000259,EVS360-033,2032-01-08,2032-01-08T17:30,2032-01-08T19:50,Saint Petersburg,Moscow,679,1465111,1465790
TRIP-000260,EVS360-013,2032-01-08,2032-01-08T18:00,2032-01-08T20:10,Moscow,Saint Petersburg,679,2967496,2968175
TRIP-000261,EVS360-034,2032-01-08,2032-01-08T18:00,2032-01-08T20:10,Saint Petersburg,Moscow,679,1308544,1309223
TRIP-000262,EVS360-014,2032-01-08,2032-01-08T18:15,2032-01-08T20:35,Moscow,Saint Petersburg,679,2750158,2750837
TRIP-000263,EVS360-035,2032-01-08,2032-01-08T18:15,2032-01-08T20:35,Saint Petersburg,Moscow,679,1156026,1156705
TRIP-000264,EVS360-036,2032-01-08,2032-01-08T18:30,2032-01-08T20:50,Saint Petersburg,Moscow,679,1168253,1168932
TRIP-000265,EVS360-015,2032-01-08,2032-01-08T18:30,2032-01-08T20:50,Moscow,Saint Petersburg,679,2728679,2729358
TRIP-000266,EVS360-037,2032-01-08,2032-01-08T19:00,2032-01-08T21:20,Saint Petersburg,Moscow,679,1039953,1040632
TRIP-000267,EVS360-016,2032-01-08,2032-01-08T19:00,2032-01-08T21:20,Moscow,Saint Petersburg,679,2712351,2713030
TRIP-000268,EVS360-038,2032-01-08,2032-01-08T19:30,2032-01-08T21:50,Saint Petersburg,Moscow,679,1057943,1058622
TRIP-000269,EVS360-017,2032-01-08,2032-01-08T19:30,2032-01-08T21:50,Moscow,Saint Petersburg,679,2440820,2441499
TRIP-000270,EVS360-039,2032-01-08,2032-01-08T20:00,2032-01-08T22:10,Saint Petersburg,Moscow,679,972889,973568
TRIP-000271,EVS360-018,2032-01-08,2032-01-08T20:00,2032-01-08T22:10,Moscow,Saint Petersburg,679,2511644,2512323
TRIP-000272,EVS360-019,2032-01-08,2032-01-08T20:15,2032-01-08T22:35,Moscow,Saint Petersburg,679,2534163,2534842
TRIP-000273,EVS360-020,2032-01-08,2032-01-08T20:30,2032-01-08T22:50,Moscow,Saint Petersburg,679,2252372,2253051
TRIP-000274,EVS360-001,2032-01-08,2032-01-08T20:30,2032-01-08T22:50,Saint Petersburg,Moscow,679,3549282,3549961
TRIP-000275,EVS360-021,2032-01-08,2032-01-08T21:00,2032-01-08T23:20,Moscow,Saint Petersburg,679,2376560,2377239
TRIP-000276,EVS360-002,2032-01-08,2032-01-08T21:00,2032-01-08T23:20,Saint Petersburg,Moscow,679,3564782,3565461
TRIP-000277,EVS360-022,2032-01-08,2032-01-08T21:30,2032-01-08T23:50,Moscow,Saint Petersburg,679,2255315,2255994
TRIP-000278,EVS360-003,2032-01-08,2032-01-08T21:30,2032-01-08T23:50,Saint Petersburg,Moscow,679,3382273,3382952
TRIP-000279,EVS360-023,2032-01-08,2032-01-08T22:00,2032-01-09T00:10,Moscow,Saint Petersburg,679,2230181,2230860
TRIP-000280,EVS360-004,2032-01-08,2032-01-08T22:00,2032-01-09T00:10,Saint Petersburg,Moscow,679,3261250,3261929
TRIP-000281,EVS360-005,2032-01-09,2032-01-09T06:00,2032-01-09T08:10,Saint Petersburg,Moscow,679,3119774,3120453
TRIP-000282,EVS360-024,2032-01-09,2032-01-09T06:00,2032-01-09T08:10,Moscow,Saint Petersburg,679,1986528,1987207
TRIP-000283,EVS360-006,2032-01-09,2032-01-09T06:15,2032-01-09T08:35,Saint Petersburg,Moscow,679,3478578,3479257
TRIP-000284,EVS360-025,2032-01-09,2032-01-09T06:15,2032-01-09T08:35,Moscow,Saint Petersburg,679,1836162,1836841
TRIP-000285,EVS360-026,2032-01-09,2032-01-09T06:30,2032-01-09T08:50,Moscow,Saint Petersburg,679,1980329,1981008
TRIP-000286,EVS360-007,2032-01-09,2032-01-09T06:30,2032-01-09T08:50,Saint Petersburg,Moscow,679,3300696,3301375
TRIP-000287,EVS360-027,2032-01-09,2032-01-09T07:00,2032-01-09T09:20,Moscow,Saint Petersburg,679,1901575,1902254
TRIP-000288,EVS360-008,2032-01-09,2032-01-09T07:00,2032-01-09T09:20,Saint Petersburg,Moscow,679,3374521,3375200
TRIP-000289,EVS360-009,2032-01-09,2032-01-09T07:15,2032-01-09T09:35,Saint Petersburg,Moscow,679,3101991,3102670
TRIP-000290,EVS360-010,2032-01-09,2032-01-09T07:30,2032-01-09T09:50,Saint Petersburg,Moscow,679,3223105,3223784
TRIP-000291,EVS360-028,2032-01-09,2032-01-09T07:30,2032-01-09T09:50,Moscow,Saint Petersburg,679,1721806,1722485
TRIP-000292,EVS360-029,2032-01-09,2032-01-09T08:00,2032-01-09T10:10,Moscow,Saint Petersburg,679,1559895,1560574
TRIP-000293,EVS360-011,2032-01-09,2032-01-09T08:00,2032-01-09T10:10,Saint Petersburg,Moscow,679,2903959,2904638
TRIP-000294,EVS360-012,2032-01-09,2032-01-09T08:30,2032-01-09T10:50,Saint Petersburg,Moscow,679,3081220,3081899
TRIP-000295,EVS360-030,2032-01-09,2032-01-09T08:30,2032-01-09T10:50,Moscow,Saint Petersburg,679,1514722,1515401
TRIP-000296,EVS360-013,2032-01-09,2032-01-09T09:00,2032-01-09T11:20,Saint Petersburg,Moscow,679,2968175,2968854
TRIP-000297,EVS360-031,2032-01-09,2032-01-09T09:00,2032-01-09T11:20,Moscow,Saint Petersburg,679,1550349,1551028
TRIP-000298,EVS360-032,2032-01-09,2032-01-09T09:30,2032-01-09T11:50,Moscow,Saint Petersburg,679,1393307,1393986
TRIP-000299,EVS360-014,2032-01-09,2032-01-09T09:30,2032-01-09T11:50,Saint Petersburg,Moscow,679,2750837,2751516
TRIP-000300,EVS360-015,2032-01-09,2032-01-09T10:00,2032-01-09T12:10,Saint Petersburg,Moscow,679,2729358,2730037
TRIP-000301,EVS360-033,2032-01-09,2032-01-09T10:00,2032-01-09T12:10,Moscow,Saint Petersburg,679,1465790,1466469
TRIP-000302,EVS360-016,2032-01-09,2032-01-09T10:15,2032-01-09T12:35,Saint Petersburg,Moscow,679,2713030,2713709
TRIP-000303,EVS360-034,2032-01-09,2032-01-09T10:15,2032-01-09T12:35,Moscow,Saint Petersburg,679,1309223,1309902
TRIP-000304,EVS360-035,2032-01-09,2032-01-09T10:30,2032-01-09T12:50,Moscow,Saint Petersburg,679,1156705,1157384
TRIP-000305,EVS360-017,2032-01-09,2032-01-09T10:30,2032-01-09T12:50,Saint Petersburg,Moscow,679,2441499,2442178
TRIP-000306,EVS360-018,2032-01-09,2032-01-09T11:00,2032-01-09T13:20,Saint Petersburg,Moscow,679,2512323,2513002
TRIP-000307,EVS360-036,2032-01-09,2032-01-09T11:00,2032-01-09T13:20,Moscow,Saint Petersburg,679,1168932,1169611
TRIP-000308,EVS360-019,2032-01-09,2032-01-09T11:30,2032-01-09T13:50,Saint Petersburg,Moscow,679,2534842,2535521
TRIP-000309,EVS360-037,2032-01-09,2032-01-09T11:30,2032-01-09T13:50,Moscow,Saint Petersburg,679,1040632,1041311
TRIP-000310,EVS360-020,2032-01-09,2032-01-09T12:00,2032-01-09T14:10,Saint Petersburg,Moscow,679,2253051,2253730
TRIP-000311,EVS360-038,2032-01-09,2032-01-09T12:00,2032-01-09T14:10,Moscow,Saint Petersburg,679,1058622,1059301
TRIP-000312,EVS360-039,2032-01-09,2032-01-09T12:30,2032-01-09T14:50,Moscow,Saint Petersburg,679,973568,974247
TRIP-000313,EVS360-021,2032-01-09,2032-01-09T12:30,2032-01-09T14:50,Saint Petersburg,Moscow,679,2377239,2377918
TRIP-000314,EVS360-001,2032-01-09,2032-01-09T13:00,2032-01-09T15:20,Moscow,Saint Petersburg,679,3549961,3550640
TRIP-000315,EVS360-022,2032-01-09,2032-01-09T13:00,2032-01-09T15:20,Saint Petersburg,Moscow,679,2255994,2256673
TRIP-000316,EVS360-002,2032-01-09,2032-01-09T13:30,2032-01-09T15:50,Moscow,Saint Petersburg,679,3565461,3566140
TRIP-000317,EVS360-023,2032-01-09,2032-01-09T14:00,2032-01-09T16:10,Saint Petersburg,Moscow,679,2230860,2231539
TRIP-000318,EVS360-003,2032-01-09,2032-01-09T14:00,2032-01-09T16:10,Moscow,Saint Petersburg,679,3382952,3383631
TRIP-000319,EVS360-024,2032-01-09,2032-01-09T14:30,2032-01-09T16:50,Saint Petersburg,Moscow,679,1987207,1987886
TRIP-000320,EVS360-004,2032-01-09,2032-01-09T14:30,2032-01-09T16:50,Moscow,Saint Petersburg,679,3261929,3262608
TRIP-000321,EVS360-025,2032-01-09,2032-01-09T15:00,2032-01-09T17:20,Saint Petersburg,Moscow,679,1836841,1837520
TRIP-000322,EVS360-005,2032-01-09,2032-01-09T15:00,2032-01-09T17:20,Moscow,Saint Petersburg,679,3120453,3121132
TRIP-000323,EVS360-026,2032-01-09,2032-01-09T16:00,2032-01-09T18:10,Saint Petersburg,Moscow,679,1981008,1981687
TRIP-000324,EVS360-006,2032-01-09,2032-01-09T16:00,2032-01-09T18:10,Moscow,Saint Petersburg,679,3479257,3479936
TRIP-000325,EVS360-007,2032-01-09,2032-01-09T16:30,2032-01-09T18:50,Moscow,Saint Petersburg,679,3301375,3302054
TRIP-000326,EVS360-027,2032-01-09,2032-01-09T16:30,2032-01-09T18:50,Saint Petersburg,Moscow,679,1902254,1902933
TRIP-000327,EVS360-028,2032-01-09,2032-01-09T17:00,2032-01-09T19:20,Saint Petersburg,Moscow,679,1722485,1723164
TRIP-000328,EVS360-008,2032-01-09,2032-01-09T17:30,2032-01-09T19:50,Moscow,Saint Petersburg,679,3375200,3375879
TRIP-000329,EVS360-029,2032-01-09,2032-01-09T17:30,2032-01-09T19:50,Saint Petersburg,Moscow,679,1560574,1561253
TRIP-000330,EVS360-009,2032-01-09,2032-01-09T18:00,2032-01-09T20:10,Moscow,Saint Petersburg,679,3102670,3103349
TRIP-000331,EVS360-030,2032-01-09,2032-01-09T18:00,2032-01-09T20:10,Saint Petersburg,Moscow,679,1515401,1516080
TRIP-000332,EVS360-010,2032-01-09,2032-01-09T18:15,2032-01-09T20:35,Moscow,Saint Petersburg,679,3223784,3224463
TRIP-000333,EVS360-031,2032-01-09,2032-01-09T18:15,2032-01-09T20:35,Saint Petersburg,Moscow,679,1551028,1551707
TRIP-000334,EVS360-032,2032-01-09,2032-01-09T18:30,2032-01-09T20:50,Saint Petersburg,Moscow,679,1393986,1394665
TRIP-000335,EVS360-011,2032-01-09,2032-01-09T18:30,2032-01-09T20:50,Moscow,Saint Petersburg,679,2904638,2905317
TRIP-000336,EVS360-033,2032-01-09,2032-01-09T19:00,2032-01-09T21:20,Saint Petersburg,Moscow,679,1466469,1467148
TRIP-000337,EVS360-012,2032-01-09,2032-01-09T19:00,2032-01-09T21:20,Moscow,Saint Petersburg,679,3081899,3082578
TRIP-000338,EVS360-034,2032-01-09,2032-01-09T19:30,2032-01-09T21:50,Saint Petersburg,Moscow,679,1309902,1310581
TRIP-000339,EVS360-013,2032-01-09,2032-01-09T19:30,2032-01-09T21:50,Moscow,Saint Petersburg,679,2968854,2969533
TRIP-000340,EVS360-035,2032-01-09,2032-01-09T20:00,2032-01-09T22:10,Saint Petersburg,Moscow,679,1157384,1158063
TRIP-000341,EVS360-014,2032-01-09,2032-01-09T20:00,2032-01-09T22:10,Moscow,Saint Petersburg,679,2751516,2752195
TRIP-000342,EVS360-015,2032-01-09,2032-01-09T20:15,2032-01-09T22:35,Moscow,Saint Petersburg,679,2730037,2730716
TRIP-000343,EVS360-016,2032-01-09,2032-01-09T20:30,2032-01-09T22:50,Moscow,Saint Petersburg,679,2713709,2714388
TRIP-000344,EVS360-036,2032-01-09,2032-01-09T20:30,2032-01-09T22:50,Saint Petersburg,Moscow,679,1169611,1170290
TRIP-000345,EVS360-017,2032-01-09,2032-01-09T21:00,2032-01-09T23:20,Moscow,Saint Petersburg,679,2442178,2442857
TRIP-000346,EVS360-037,2032-01-09,2032-01-09T21:00,2032-01-09T23:20,Saint Petersburg,Moscow,679,1041311,1041990
TRIP-000347,EVS360-018,2032-01-09,2032-01-09T21:30,2032-01-09T23:50,Moscow,Saint Petersburg,679,2513002,2513681
TRIP-000348,EVS360-038,2032-01-09,2032-01-09T21:30,2032-01-09T23:50,Saint Petersburg,Moscow,679,1059301,1059980
TRIP-000349,EVS360-019,2032-01-09,2032-01-09T22:00,2032-01-10T00:10,Moscow,Saint Petersburg,679,2535521,2536200
TRIP-000350,EVS360-039,2032-01-09,2032-01-09T22:00,2032-01-10T00:10,Saint Petersburg,Moscow,679,974247,974926
TRIP-000351,EVS360-001,2032-01-10,2032-01-10T06:00,2032-01-10T08:10,Saint Petersburg,Moscow,679,3550640,3551319
TRIP-000352,EVS360-020,2032-01-10,2032-01-10T06:00,2032-01-10T08:10,Moscow,Saint Petersburg,679,2253730,2254409
TRIP-000353,EVS360-002,2032-01-10,2032-01-10T06:15,2032-01-10T08:35,Saint Petersburg,Moscow,679,3566140,3566819
TRIP-000354,EVS360-021,2032-01-10,2032-01-10T06:15,2032-01-10T08:35,Moscow,Saint Petersburg,679,2377918,2378597
TRIP-000355,EVS360-022,2032-01-10,2032-01-10T06:30,2032-01-10T08:50,Moscow,Saint Petersburg,679,2256673,2257352
TRIP-000356,EVS360-003,2032-01-10,2032-01-10T06:30,2032-01-10T08:50,Saint Petersburg,Moscow,679,3383631,3384310
TRIP-000357,EVS360-023,2032-01-10,2032-01-10T07:00,2032-01-10T09:20,Moscow,Saint Petersburg,679,2231539,2232218
TRIP-000358,EVS360-004,2032-01-10,2032-01-10T07:00,2032-01-10T09:20,Saint Petersburg,Moscow,679,3262608,3263287
TRIP-000359,EVS360-005,2032-01-10,2032-01-10T07:15,2032-01-10T09:35,Saint Petersburg,Moscow,679,3121132,3121811
TRIP-000360,EVS360-006,2032-01-10,2032-01-10T07:30,2032-01-10T09:50,Saint Petersburg,Moscow,679,3479936,3480615
TRIP-000361,EVS360-024,2032-01-10,2032-01-10T07:30,2032-01-10T09:50,Moscow,Saint Petersburg,679,1987886,1988565
TRIP-000362,EVS360-025,2032-01-10,2032-01-10T08:00,2032-01-10T10:10,Moscow,Saint Petersburg,679,1837520,1838199
TRIP-000363,EVS360-007,2032-01-10,2032-01-10T08:00,2032-01-10T10:10,Saint Petersburg,Moscow,679,3302054,3302733
TRIP-000364,EVS360-008,2032-01-10,2032-01-10T08:30,2032-01-10T10:50,Saint Petersburg,Moscow,679,3375879,3376558
TRIP-000365,EVS360-026,2032-01-10,2032-01-10T08:30,2032-01-10T10:50,Moscow,Saint Petersburg,679,1981687,1982366
TRIP-000366,EVS360-009,2032-01-10,2032-01-10T09:00,2032-01-10T11:20,Saint Petersburg,Moscow,679,3103349,3104028
TRIP-000367,EVS360-027,2032-01-10,2032-01-10T09:00,2032-01-10T11:20,Moscow,Saint Petersburg,679,1902933,1903612
TRIP-000368,EVS360-028,2032-01-10,2032-01-10T09:30,2032-01-10T11:50,Moscow,Saint Petersburg,679,1723164,1723843
TRIP-000369,EVS360-010,2032-01-10,2032-01-10T09:30,2032-01-10T11:50,Saint Petersburg,Moscow,679,3224463,3225142
TRIP-000370,EVS360-011,2032-01-10,2032-01-10T10:00,2032-01-10T12:10,Saint Petersburg,Moscow,679,2905317,2905996
TRIP-000371,EVS360-029,2032-01-10,2032-01-10T10:00,2032-01-10T12:10,Moscow,Saint Petersburg,679,1561253,1561932
TRIP-000372,EVS360-012,2032-01-10,2032-01-10T10:15,2032-01-10T12:35,Saint Petersburg,Moscow,679,3082578,3083257
TRIP-000373,EVS360-030,2032-01-10,2032-01-10T10:15,2032-01-10T12:35,Moscow,Saint Petersburg,679,1516080,1516759
TRIP-000374,EVS360-031,2032-01-10,2032-01-10T10:30,2032-01-10T12:50,Moscow,Saint Petersburg,679,1551707,1552386
TRIP-000375,EVS360-013,2032-01-10,2032-01-10T10:30,2032-01-10T12:50,Saint Petersburg,Moscow,679,2969533,2970212
TRIP-000376,EVS360-014,2032-01-10,2032-01-10T11:00,2032-01-10T13:20,Saint Petersburg,Moscow,679,2752195,2752874
TRIP-000377,EVS360-032,2032-01-10,2032-01-10T11:00,2032-01-10T13:20,Moscow,Saint Petersburg,679,1394665,1395344
TRIP-000378,EVS360-015,2032-01-10,2032-01-10T11:30,2032-01-10T13:50,Saint Petersburg,Moscow,679,2730716,2731395
TRIP-000379,EVS360-033,2032-01-10,2032-01-10T11:30,2032-01-10T13:50,Moscow,Saint Petersburg,679,1467148,1467827
TRIP-000380,EVS360-016,2032-01-10,2032-01-10T12:00,2032-01-10T14:10,Saint Petersburg,Moscow,679,2714388,2715067
TRIP-000381,EVS360-034,2032-01-10,2032-01-10T12:00,2032-01-10T14:10,Moscow,Saint Petersburg,679,1310581,1311260
TRIP-000382,EVS360-035,2032-01-10,2032-01-10T12:30,2032-01-10T14:50,Moscow,Saint Petersburg,679,1158063,1158742
TRIP-000383,EVS360-017,2032-01-10,2032-01-10T12:30,2032-01-10T14:50,Saint Petersburg,Moscow,679,2442857,2443536
TRIP-000384,EVS360-036,2032-01-10,2032-01-10T13:00,2032-01-10T15:20,Moscow,Saint Petersburg,679,1170290,1170969
TRIP-000385,EVS360-018,2032-01-10,2032-01-10T13:00,2032-01-10T15:20,Saint Petersburg,Moscow,679,2513681,2514360
TRIP-000386,EVS360-037,2032-01-10,2032-01-10T13:30,2032-01-10T15:50,Moscow,Saint Petersburg,679,1041990,1042669
TRIP-000387,EVS360-019,2032-01-10,2032-01-10T14:00,2032-01-10T16:10,Saint Petersburg,Moscow,679,2536200,2536879
TRIP-000388,EVS360-038,2032-01-10,2032-01-10T14:00,2032-01-10T16:10,Moscow,Saint Petersburg,679,1059980,1060659
TRIP-000389,EVS360-020,2032-01-10,2032-01-10T14:30,2032-01-10T16:50,Saint Petersburg,Moscow,679,2254409,2255088
TRIP-000390,EVS360-039,2032-01-10,2032-01-10T14:30,2032-01-10T16:50,Moscow,Saint Petersburg,679,974926,975605
TRIP-000391,EVS360-021,2032-01-10,2032-01-10T15:00,2032-01-10T17:20,Saint Petersburg,Moscow,679,2378597,2379276
TRIP-000392,EVS360-001,2032-01-10,2032-01-10T15:00,2032-01-10T17:20,Moscow,Saint Petersburg,679,3551319,3551998
TRIP-000393,EVS360-022,2032-01-10,2032-01-10T16:00,2032-01-10T18:10,Saint Petersburg,Moscow,679,2257352,2258031
TRIP-000394,EVS360-002,2032-01-10,2032-01-10T16:00,2032-01-10T18:10,Moscow,Saint Petersburg,679,3566819,3567498
TRIP-000395,EVS360-003,2032-01-10,2032-01-10T16:30,2032-01-10T18:50,Moscow,Saint Petersburg,679,3384310,3384989
TRIP-000396,EVS360-023,2032-01-10,2032-01-10T16:30,2032-01-10T18:50,Saint Petersburg,Moscow,679,2232218,2232897
TRIP-000397,EVS360-024,2032-01-10,2032-01-10T17:00,2032-01-10T19:20,Saint Petersburg,Moscow,679,1988565,1989244
TRIP-000398,EVS360-004,2032-01-10,2032-01-10T17:30,2032-01-10T19:50,Moscow,Saint Petersburg,679,3263287,3263966
TRIP-000399,EVS360-025,2032-01-10,2032-01-10T17:30,2032-01-10T19:50,Saint Petersburg,Moscow,679,1838199,1838878
TRIP-000400,EVS360-005,2032-01-10,2032-01-10T18:00,2032-01-10T20:10,Moscow,Saint Petersburg,679,3121811,3122490
TRIP-000401,EVS360-026,2032-01-10,2032-01-10T18:00,2032-01-10T20:10,Saint Petersburg,Moscow,679,1982366,1983045
TRIP-000402,EVS360-006,2032-01-10,2032-01-10T18:15,2032-01-10T20:35,Moscow,Saint Petersburg,679,3480615,3481294
TRIP-000403,EVS360-027,2032-01-10,2032-01-10T18:15,2032-01-10T20:35,Saint Petersburg,Moscow,679,1903612,1904291
TRIP-000404,EVS360-028,2032-01-10,2032-01-10T18:30,2032-01-10T20:50,Saint Petersburg,Moscow,679,1723843,1724522
TRIP-000405,EVS360-007,2032-01-10,2032-01-10T18:30,2032-01-10T20:50,Moscow,Saint Petersburg,679,3302733,3303412
TRIP-000406,EVS360-029,2032-01-10,2032-01-10T19:00,2032-01-10T21:20,Saint Petersburg,Moscow,679,1561932,1562611
TRIP-000407,EVS360-008,2032-01-10,2032-01-10T19:00,2032-01-10T21:20,Moscow,Saint Petersburg,679,3376558,3377237
TRIP-000408,EVS360-030,2032-01-10,2032-01-10T19:30,2032-01-10T21:50,Saint Petersburg,Moscow,679,1516759,1517438
TRIP-000409,EVS360-009,2032-01-10,2032-01-10T19:30,2032-01-10T21:50,Moscow,Saint Petersburg,679,3104028,3104707
